"","name","degree","degree_in","degree_out","eigen","community"
"5219","First Affiliated Hospital of Xi 'an Jiaotong University",1,1,0,1.47005141205016e-11,"1"
"5220","Liaocheng People's Hospital",1,1,0,2.94010273180283e-11,"1"
"5221","Mountain University Cancer Hospital",1,1,0,1.47005138281679e-11,"1"
"5222","Provincial Hospital Affiliated to Shandong First Medical University",1,1,0,1.47005137983521e-11,"1"
"5223","Qingdao Sino-Cell Biomedicine Co., Ltd.",1,1,0,1.47005137473857e-11,"1"
"5224","Rizhao People's Hospital",1,1,0,2.94010273924191e-11,"1"
"5225","Shandong Cancer Hospital Affiliated to Shandong First Medical University",1,1,0,1.47005138107895e-11,"1"
"5226","The People's Hospital of Jimo.Qingdao",1,1,0,1.47005136468076e-11,"1"
"5227","The Second Xiangya College of Central South University",1,1,0,1.47005137700802e-11,"1"
"5228","Tianjin Cancer Hospital",1,1,0,1.47005136128032e-11,"1"
"5229","Union Hospital of Huazhong University of Science and Technology",1,1,0,1.47005139091865e-11,"1"
"5230","Weihai Central Hospital",1,1,0,2.9401028187216e-11,"1"
"5231","Zibo Central Hospital",1,1,0,1.47005138751829e-11,"1"
"5232","Chonnam National University",1,1,0,2.37464999504043e-14,"25"
"5233","Kyunghee University",1,1,0,2.37465408091467e-14,"25"
"5234","ConcR",1,1,0,2.30814881515828e-07,"28"
"5235","Durham University",1,1,0,2.30814881515967e-07,"28"
"5236","Manchester Academic Health Science Centre",1,1,0,2.30814881516242e-07,"28"
"5237","University of Liverpool Cancer Research Centre",1,1,0,1.06239182267597e-09,"28"
"5238","Musculoskeletal Tumor Society",1,1,0,3.64820320200222e-07,"7"
"5239","Orthopedic Research and Education Foundation",1,1,0,3.64820320200133e-07,"7"
"5240","150th Hospital of PLA",1,1,0,0,"1"
"5241","Anyang Cancer Hospital",1,1,0,0,"1"
"5242","Henan Oncology Hospital",1,1,0,0,"1"
"5243","Luoyang Central Hospital",1,1,0,0,"1"
"5244","Military 150 Hospital",1,1,0,0,"1"
"5245","Nanyang Central Hospital",1,1,0,0,"1"
"5246","Sanmenxia Central Hospital",1,1,0,0,"1"
"5247","The First Affiliated Hospital of Xinyang Medical College",1,1,0,0,"1"
"5248","Shenzhen University",1,1,0,8.99584010093203e-13,"25"
"5249","Xidian University",2,2,0,7.22147415424814e-12,"25"
"5250","Beijing gene plus technology co., LTD",1,1,0,5.00043396208989e-11,"1"
"5251","Jiangsu HanSoh Tharmaceutical Group Co., Ltd",1,1,0,5.00043398202905e-11,"1"
"5252","Jiangsu Hansoh Pharmaceutical Co., Ltd.",1,1,0,5.00043396501108e-11,"1"
"5253","SIR RUNRUN Hospital",1,1,0,5.00043398825994e-11,"1"
"5254","Anhui Jimin Cancer Hospital",1,1,0,0,"161"
"5255","Donghai People's Hospital",1,1,0,0,"119"
"5256","People's Hospital of Ganyu",1,1,0,0,"119"
"5257","The East Hospital of Lianyungang",1,1,0,0,"119"
"5258","Wellcome/EPSRC for Interventional and Surgical Sciences (WEISS)",1,1,0,0,"24"
"5259","Asker & Baerum Hospital",1,1,0,2.13861640924604e-10,"13"
"5260","Bodø Hospital",1,1,0,2.13861640965544e-10,"13"
"5261","Gjøvik Hospital",1,1,0,2.13861640951346e-10,"13"
"5262","Hamar Hospital",1,1,0,2.13861640967405e-10,"13"
"5263","Helse Fonna",1,1,0,2.13861641052949e-10,"13"
"5264","Ostfold Hospital Trust",1,1,0,2.13861641027864e-10,"13"
"5265","General University Hospital, Prague",1,1,0,0,"60"
"5266","Hospital Novy Jicin",1,1,0,0,"60"
"5267","4DPath",1,1,0,3.94233990894401e-09,"28"
"5268","PinPoint Data Science Ltd.",1,1,0,3.94233990874211e-09,"28"
"5269","The Leeds Teaching Hospitals Charitable Foundation",1,1,0,3.94233990909713e-09,"28"
"5270","SOFIE INC",1,1,0,0,"294"
"5271","The Center for Restorative Breast Surgery, LLC",1,1,0,0,"295"
"5272","The DrMarga Practice Group",1,1,0,0,"295"
"5273","4SC AG",1,1,0,2.44002682931144e-07,"16"
"5274","Associazione Italiana Malati di Cancro",1,1,0,2.44002682930606e-07,"16"
"5275","Azienda Ospedaliera Niguarda Cà Granda",1,1,0,7.32008048793548e-07,"16"
"5276","Biomeris s.r.l.",1,1,0,2.44002682930511e-07,"16"
"5277","Bitsens JSC",1,1,0,2.44002682930908e-07,"16"
"5278","Catalan Institute of Health",1,1,0,7.3200804879313e-07,"16"
"5279","Deontics LTD",1,1,0,2.44002682930918e-07,"16"
"5280","IBM Research",1,1,0,2.44002682930972e-07,"16"
"5281","Instituti Clinici Scientifici Maugeri",1,1,0,2.44002682930784e-07,"16"
"5282","Maarten van de Weijden Foundation",1,1,0,2.44002682930955e-07,"16"
"5283","Poznań University of Technology",1,1,0,2.44002682930972e-07,"16"
"5284","Universidad Politecnica de Madrid",1,1,0,2.44002682930832e-07,"16"
"5285","Health Research Council, New Zealand",1,1,0,1.7930476347462e-10,"10"
"5286","Vital Systems Inc.",1,1,0,0,"296"
"5287","Cellomics International Limited",1,1,0,1.90525779346517e-11,"1"
"5288","Shandong Sunstem Biotechnology Co.,Ltd.",1,1,0,2.22702221944934e-12,"1"
"5289","Wuhan YZY Medical Science and Technology Co., Ltd.",1,1,0,2.2270223874901e-12,"1"
"5290","HPI Health Profile Institute",1,1,0,0,"13"
"5291","Food and Health Bureau, Hong Kong",1,1,0,1.61847909047573e-05,"31"
"5292","Food and Health Bureau, Hong Kong Government",1,1,0,1.6184790904757e-05,"31"
"5293","Queen Mary Hospital, Hong Kong",1,1,0,1.61847909047573e-05,"31"
"5294","Groupe Hospitalier Pitie-Salpetriere",1,1,0,0,"28"
"5295","Hôpital Saint Louis Paris",1,1,0,0,"28"
"5296","Assuta Medical Centers Ltd.",1,1,0,0,"4"
"5297","Cancer Patients Europe",1,1,0,0,"4"
"5298","Hospital of Lithuanian University of Health Sciences Kaunas Clinics",1,1,0,0,"4"
"5299","Institut Gustav Roussy",1,1,0,0,"4"
"5300","The Holy Family Hospital Nazareth",1,1,0,0,"4"
"5301","University College Cork",1,1,0,0,"4"
"5302","Univerzitetni klinicni center Maribor",1,1,0,0,"4"
"5303","Lehigh Valley Hospital",1,1,0,6.90856614749157e-08,"5"
"5304","Gottfried und Julia Bangerter-Rhyner Foundation, Switzerland",1,1,0,0,"297"
"5305","Qinghai University",1,1,0,1.33159525235837e-10,"1"
"5306","Sun Yat-sen University Cancer Hosptial",1,1,0,1.33159525442466e-10,"1"
"5307","Wulumuqi General Hospital of Lanzhou Military Command",1,1,0,1.33159525586802e-10,"1"
"5308","Xijing Hospital of Air Force Military Medical University",1,1,0,1.33159525396453e-10,"1"
"5309","Xinjiang Medical University Cancer Hospital",1,1,0,1.33159525537918e-10,"1"
"5310","Zhengzhou University",1,1,0,1.33159525663268e-10,"1"
"5311","Hebei General Hospital",1,1,0,3.42332578808867e-12,"1"
"5312","Peking University Binhai Hospital",1,1,0,3.42332574004737e-12,"1"
"5313","Second Hospital of Shanxi Medical University",1,1,0,3.42332586504113e-12,"1"
"5314","Shanxi Provincial People's Hospital",1,1,0,3.42332590286618e-12,"1"
"5315","Tianjin Second People's Hospital",1,1,0,3.42332604461412e-12,"1"
"5316","Baokang Hospital Affiliated to Tianjin University of Traditional Chinese Medicine",1,1,0,0,"1"
"5317","Gansu Provincial Cancer Hospital",1,1,0,0,"1"
"5318","National Basic Research Program, China",1,1,0,0,"1"
"5319","Novatrials",1,1,0,0,"298"
"5320","Technostat",1,1,0,0,"298"
"5321","Hainan Cancer Hospital",1,1,0,0,"299"
"5322","The Second Affiliated Hospital of Hainan Medical University",1,1,0,0,"299"
"5323","Canadian Association of General Surgeons",1,1,0,3.00665187706268e-08,"6"
"5324","MSI Foundation",1,1,0,3.00665187703234e-08,"6"
"5325","Institute of Bioorganic Chemistry, Russian Academy of Sciences",1,1,0,0,"13"
"5326","KTH Royal Institute of Technology",1,1,0,0,"13"
"5327","Afﬁliated Hospital of North Sichuan Medical College",2,2,0,1.34141311667318e-09,"1"
"5328","Chen Xiao-ping Foundation for the Development of Science and Technology of Hubei Province",2,2,0,8.74263700397029e-11,"1"
"5329","Chinese Cooperative Group of Liver Cancer (CCGLC)",2,2,0,8.74263700501199e-11,"1"
"5330","Chinese Cooperative Group of Liver Cancer (CCGLC) (CCGLC)",3,3,0,8.7426369933716e-11,"1"
"5331","Ezhou Central Hospital",1,1,0,8.74263700558062e-11,"1"
"5332","Huangshi Central Hospital, China",3,3,0,8.74263691684157e-11,"1"
"5333","Jiangxi Province Children's Hospital",1,1,0,8.74263700841048e-11,"1"
"5334","Nanjing Medical University",1,1,0,8.74263702688353e-11,"1"
"5335","Wuhan Central Hospital",1,1,0,1.74852740351813e-10,"1"
"5336","Xiangyang Central Hospital",2,2,0,1.74852740221631e-10,"1"
"5337","Xiaogan Central Hospital",1,1,0,8.74263702335446e-11,"1"
"5338","Else Kröner-Fresenius-Stiftung (funding)",1,1,0,0,"28"
"5339","German Society of Senology (funding)",1,1,0,0,"28"
"5340","University Medicine Rostock, Rostock, Germany (sponsor)",1,1,0,0,"28"
"5341","Australian and New Zealand Intensive Care Society Clinical Trials Group",1,1,0,0.000158365692419213,"21"
"5342","Colorectal Surgical Society of Australasia (CSSA)",1,1,0,0.000158365692419213,"21"
"5343","Royal Australasian College of Surgeons (RACS)",1,1,0,0.000158365692419213,"21"
"5344","Scottish Cancer Trials Breast Group",1,1,0,0.000158365692419213,"21"
"5345","The Royal Australian and New Zealand College of Radiologists",1,1,0,0.000316731384838426,"21"
"5346","Scottsdale Healthcare",1,1,0,1.62174833307344e-06,"11"
"5347","Department of breast and endocrine surgery graduate school of Medicine Osaka University",1,1,0,0,"5"
"5348","Hiroshima Prefectural Hospital",1,1,0,0,"5"
"5349","National Hospital Organization Shikoku Cancer Center",1,1,0,0,"5"
"5350","Niigata University Medical & Dental Hospital",1,1,0,0,"5"
"5351","Tokyo Medical and Dental University",1,1,0,0,"5"
"5352","Gaetano Gallo",1,1,0,3.04655940661487e-14,"10"
"5353","Gian Luca Di Tanna",1,1,0,3.0465682814512e-14,"10"
"5354","Bethesda North Hospital Foundation",1,1,0,0,"300"
"5355","Bethesda North TriHealth Hospital",1,1,0,0,"300"
"5356","Good Samaritan TriHealth Hospital",1,1,0,0,"300"
"5357","TriHealth Cancer Institute",1,1,0,0,"300"
"5358","TriHealth Hatton Research Institute",1,1,0,0,"300"
"5359","TriHealth Surgical Institute",1,1,0,0,"300"
"5360","TriHealth Ultrasound Department",1,1,0,0,"300"
"5361","Madigan Army Medical Center",1,1,0,0,"301"
"5362","Axcan Pharma",1,1,0,4.57603945949776e-09,"7"
"5363","Board of Regents, State of Louisiana",1,1,0,0,"5"
"5364","Acibadem Altunizade Hospital, Istanbul",1,1,0,0,"14"
"5365","Acibadem Maslak Hospital",1,1,0,0,"14"
"5366","Ege University Hospital",1,1,0,0,"14"
"5367","Hacettepe University, Faculty of Medicine",1,1,0,0,"14"
"5368","Marmara University Pendik Training and Research Hospital",1,1,0,0,"14"
"5369","V.K.V. American Hospital, Istanbul",1,1,0,0,"14"
"5370","Lapland Central Hospital",1,1,0,4.26248666920247e-13,"142"
"5371","Mikkeli Central Hospital",1,1,0,4.26248593498363e-13,"142"
"5372","South Carelia Central Hospital",1,1,0,4.26248720020027e-13,"142"
"5373","Vaasa Central Hospital, Vaasa, Finland",1,1,0,4.26248660904506e-13,"142"
"5374","California Walnut Commission",1,1,0,0,"7"
"5375","Connecticut Breast Health Initiative",1,1,0,0,"7"
"5376","Donaghue Medical Research Foundation",1,1,0,0,"7"
"5377","Spanish National Research Council",1,1,0,0,"7"
"5378","University of Connecticut",1,1,0,0,"7"
"5379","A Sister's Hope",1,1,0,3.57956810571879e-07,"16"
"5380","ALS Automated Lab Solutions GmbH",1,1,0,3.57956810572435e-07,"16"
"5381","ANGLE Europe Limited",1,1,0,3.5795681057198e-07,"16"
"5382","Agena Bioscience GmbH",1,1,0,3.57956810572127e-07,"16"
"5383","Australian Catholic University",1,1,0,3.57956810571998e-07,"16"
"5384","Center for Translational Molecular Medicine",1,1,0,3.57956810572089e-07,"16"
"5385","Delft University of Technology",1,1,0,3.57956810572117e-07,"16"
"5386","DiaDx",1,1,0,3.57956810572177e-07,"16"
"5387","Dutch Breast Cancer Screening Organisations",1,1,0,3.57956810572186e-07,"16"
"5388","Dutch Pancreatic Cancer Group (DPCG) (DPCG)",1,1,0,3.57956810572228e-07,"16"
"5389","Dutch Reference Centre for Screening",1,1,0,3.57956810572227e-07,"16"
"5390","Europa Donna",1,1,0,3.57956810572271e-07,"16"
"5391","Federatie Medisch Specialisten",1,1,0,3.57956810572186e-07,"16"
"5392","Ferring Pharmaceuticals",1,1,0,3.57956810572029e-07,"16"
"5393","Fundación Onkologikoa Fundazioa",1,1,0,3.57956810571958e-07,"16"
"5394","Horizon 2020 - European Commission",1,1,0,3.57956810572158e-07,"16"
"5395","Hospital Group Twente (ZGT)",1,1,0,3.57956810572242e-07,"16"
"5396","Hubrecht Institute",1,1,0,3.57956810572409e-07,"16"
"5397","Institut du Cancer de Montpellier",1,1,0,3.57956810572157e-07,"16"
"5398","Nederlandse Vereniging voor Heelkunde",1,1,0,3.57956810572069e-07,"16"
"5399","Nurogames GmbH, Cologne",1,1,0,3.57956810572074e-07,"16"
"5400","Patientfederatie Nederland",1,1,0,3.57956810572056e-07,"16"
"5401","Philips Electronics Nederland BV",1,1,0,3.57956810571957e-07,"16"
"5402","Philips GmbH Innovate Technologies",1,1,0,3.57956810572185e-07,"16"
"5403","Reinier de Graaf Groep",1,1,0,3.57956810571872e-07,"16"
"5404","Stichting Kankerpreventie Midden-West",1,1,0,3.57956810572072e-07,"16"
"5405","Stilla Technologies",1,1,0,3.57956810572095e-07,"16"
"5406","Thuasne",1,1,0,3.57956810572084e-07,"16"
"5407","Volpara Solutions",1,1,0,3.57956810572206e-07,"16"
"5408","Vrienden UMC Utrecht",1,1,0,3.57956810571721e-07,"16"
"5409","Zorgverzekeraars Nederland",1,1,0,3.57956810572042e-07,"16"
"5410","BioMed Valley Discoveries, Inc",2,2,0,6.29169390030577e-07,"7"
"5411","Cerulean Pharma Inc.",1,1,0,0,"7"
"5412","Doris Duke Charitable Foundation",2,2,0,1.62688281842529e-05,"7"
"5413","LCCC Geriatric Oncology Program",1,1,0,0,"7"
"5414","North Carolina TraCS Institute",1,1,0,0,"7"
"5415","Veracyte, Inc.",1,1,0,0,"7"
"5416","Daiichi Sankyo Europe, GmbH, a Daiichi Sankyo Company",1,1,0,0.000102589475647498,"5"
"5417","GONO GROUP",1,1,0,0.000102589475647498,"5"
"5418","Life Technologies, Inc.",1,1,0,6.40312011366043e-05,"5"
"5419","Tibotec Pharmaceutical Limited",1,1,0,6.40312011366047e-05,"5"
"5420","The Royal Norwegian Ministry of Health",1,1,0,2.90056039743774e-09,"13"
"5421","ELAROS 24/7 Limited (UK)",1,1,0,0,"302"
"5422","EVITA - Cancro Hereditário (Portugal)",1,1,0,0,"302"
"5423","IMT School for Advanced Studies Lucca",1,1,0,0,"302"
"5424","London South Bank University",1,1,0,0,"302"
"5425","Servicio De Salud De Castilla La Mancha (Spain)",1,1,0,0,"302"
"5426","Toscana Life Sciences Sviluppo s.r.l.",1,1,0,0,"302"
"5427","Sunderby Hospital",1,1,0,2.87945842558606e-09,"13"
"5428","Sundsvall Hospital",3,3,0,3.71508766804117e-09,"13"
"5429","Västerbotten County Council, Sweden",1,1,0,5.75891685147704e-09,"13"
"5430","Östersund Hospital",1,1,0,2.87945842586663e-09,"13"
"5431","NOVA Medical School",1,1,0,0,"303"
"5432","Applied Health Research Centre",1,1,0,9.10962651486159e-07,"6"
"5433","The Hospital for Sick Children",3,3,0,3.55182208023633e-05,"6"
"5434","Hospital Universitario Infanta Leonor",1,1,0,0,"24"
"5435","Clínica Hospital Dr. Ismael Vázquez Ortiz ISSSTE, Queretaro Mexico",1,1,0,0,"304"
"5436","Hospital General Regional #1 IMSS, Queretaro México",1,1,0,0,"304"
"5437","Hospital Medico TEC100, Queretaro México",1,1,0,0,"304"
"5438","Subred Integrada de Servicios de Salud Sur ESE - Colombia (South America)",1,1,0,3.9526169613701e-15,"19"
"5439","Universitat Autonoma de Barcelona",1,1,0,0,"305"
"5440","Complejo Hospitalario Universitario de Badajoz",1,1,0,0,"306"
"5441","Carlos III Health Institute",1,1,0,3.60797271145736e-10,"24"
"5442","Hospital Clinico Universitario San Cecilio",1,1,0,1.80398635957501e-10,"24"
"5443","Universidad de Córdoba",1,1,0,1.80398635541388e-10,"24"
"5444","Araujo Jorge Hospital",1,1,0,0,"307"
"5445","Centro de Pesquisas Oncológicas",1,1,0,0,"308"
"5446","Centro de Pesquisas Oncológicas de Florianópolis",1,1,0,0,"308"
"5447","Fundação de Amparo à Pesquisa e a Inovação do Estado de Santa Catarina",1,1,0,0,"308"
"5448","Centro Hospitalar De São João, E.P.E.",1,1,0,1.79110488235581e-09,"38"
"5449","Centro Hospitalar Universitário São João, EPE",1,1,0,1.79110488248164e-09,"38"
"5450","Fundação para a Ciência e a Tecnologia",2,2,0,1.79110488277217e-09,"38"
"5451","Mama Help - Support Centre for Breast Cancer Patients",1,1,0,1.79110488248039e-09,"38"
"5452","IGEA",1,1,0,8.96828474573638e-11,"10"
"5453","Fund for Scientific Research, Flanders, Belgium",3,3,0,3.59160174835019e-08,"12"
"5454","RIZIV",1,1,0,2.47334151972233e-10,"12"
"5455","eTheRNA immunotherapies",1,1,0,2.47334151996752e-10,"12"
"5456","Janssen Pharmaceutica N.V., Belgium",1,1,0,3.47802851509739e-08,"12"
"5457","Centre Esportiu Claror Marítim",1,1,0,0,"24"
"5458","National Cancer Institute, Malaysia",1,1,0,0,"309"
"5459","University of Lagos, Nigeria",1,1,0,0,"6"
"5460","United Kingdom Clinical Research Collaboration",1,1,0,4.97058081592648e-09,"28"
"5461","Royal Brompton & Harefield NHS Foundation Trust",1,1,0,1.96504021014516e-07,"28"
"5462","Sharp Clinical Services",1,1,0,1.9650402101445e-07,"28"
"5463","University College London (UCL) Cancer Institute",1,1,0,1.96504021014391e-07,"28"
"5464","University of Sussex",1,1,0,1.96504021014651e-07,"28"
"5465","Belgian Federation Against Cancer",1,1,0,1.88864480877381e-12,"12"
"5466","Dalhousie University",1,1,0,3.42792698257453e-05,"6"
"5467","Dr. Julia Knight (research collaborator)",1,1,0,3.42792698257452e-05,"6"
"5468","OICR",1,1,0,3.42792698257453e-05,"6"
"5469","Pancreatic Cancer Canada",1,1,0,3.42792698257453e-05,"6"
"5470","Peterborough K.M. Hunter Graduate Studentship",1,1,0,3.42792698257453e-05,"6"
"5471","Royal Victoria Regional Health Centre",1,1,0,3.42792698257452e-05,"6"
"5472","Weekend Walkers Fund, Princess Margaret Hospital",1,1,0,3.42792698257452e-05,"6"
"5473","Young Investigator Award - American Society of Clinical Oncologists",1,1,0,3.42792698257455e-05,"6"
"5474","Ministry of Science, Education and Sport, Republic of Croatia",1,1,0,0,"310"
"5475","Wako Diagnostics",1,1,0,1.51509334697834e-10,"16"
"5476","Hospital de Leon",1,1,0,0,"24"
"5477","Institut für Klinische Krebsforschung IKF GmbH am Krankenhaus Nordwest",1,1,0,1.12025235092284e-08,"16"
"5478","University Hospital Dresden",1,1,0,1.12025235092604e-08,"16"
"5479","EUC Clinic in Zlín",1,1,0,0,"60"
"5480","Institute for the Care of Mother and Child, Prague, Czech Republic",1,1,0,0,"60"
"5481","Silesian Hospital in Opava",1,1,0,0,"60"
"5482","University of Ostrava",1,1,0,0,"60"
"5483","National Institute for Academic Anaesthesia",1,1,0,8.96523818499411e-11,"10"
"5484","Newcastle PROMS",1,1,0,8.96523814910699e-11,"10"
"5485","Research and Audit Federation of Anaesthetic Trainees (RAFT)",1,1,0,8.96523817344517e-11,"10"
"5486","University of Plymouth",1,1,0,8.96523815075817e-11,"10"
"5487","Clinical Trials Unit Freiburg",1,1,0,7.36168532999269e-11,"16"
"5488","German Sarcoma Group",2,2,0,1.15874399864012e-10,"16"
"5489","University of Freiburg",1,1,0,7.3616853572007e-11,"16"
"5490","University of Hamburg-Eppendorf",2,2,0,7.36168535511758e-11,"16"
"5491","University of Luebeck",1,1,0,2.20850560004701e-10,"16"
"5492","AintreeNHSTrust",1,1,0,2.8450458770001e-10,"10"
"5493","IntraOp Medical Corporation",1,1,0,2.84504587264685e-10,"10"
"5494","PLANETS Cancer Charity",1,1,0,2.84504587569809e-10,"10"
"5495","Institute of Occupational and Social Medicine and Health Services Research, Tuebingen",1,1,0,4.22575459997581e-11,"16"
"5496","Paul Ehrlich Institute, Langen, Germany",1,1,0,4.22575460543988e-11,"16"
"5497","University Hospital Ulm",3,3,0,8.4515092119625e-11,"16"
"5498","Fundación Pública Andaluza para la Investigación Biomédica Andalucía Oriental",1,1,0,9.12638798208799e-12,"24"
"5499","Girona Biomedical Research Institute",1,1,0,0,"311"
"5500","Hospital of Southern Norway Trust",1,1,0,6.44030095270683e-10,"13"
"5501","Oncosyne AS",1,1,0,6.44030095555439e-10,"13"
"5502","Trondheim University Hospital",1,1,0,6.44030095413375e-10,"13"
"5503","AZ Nikolaas",1,1,0,9.7779630405184e-09,"12"
"5504","Anticancerfund",1,1,0,9.77796304053665e-09,"12"
"5505","Centre Hospitalier Universitaire de Liege",1,1,0,9.77796304068079e-09,"12"
"5506","OLVZ Ziekenhuis Aalst",1,1,0,9.77796304066918e-09,"12"
"5507","Austrian Breast Cancer Study Group",1,1,0,8.46424012329218e-10,"43"
